name,platforms,genres,publishers
Karaoke Revolution,Xbox 360||Wii,Family,Konami
Foto Frenzy: Spot the Difference,Nintendo DS,,Storm City Games
Master of Illusion Express: Mind Probe,Nintendo DS,,Nintendo
Foto Face: The Face Stealer Strikes,Nintendo DS,,Electronic Arts
The Combatribes,Wii,,Aksys Games
Christmas Clix,Wii,,JV Games
My Zoo,Wii,,HUDSON SOFT
Storybook Workshop,Wii,,Konami
Picture Perfect Hair Salon,Nintendo DS,,505 Games
Copter Crisis,Wii,,Digital Leisure
Marines: Modern Urban Combat,Wii,,Destineer
Kamen Rider Dragon Knight,Wii||Nintendo DS,,D3Publisher
Alvin and the Chipmunks: The Squeakquel,Wii||Nintendo DS,,Majesco Entertainment
Ball Fighter,Nintendo DS,,Teyon
Flowerworks,Wii||PC,Arcade,Nocturnal Entertainment||Nocturnal Entertainment Australia
Army Defender,Nintendo DS,,MINDSCAPE
Stunt Cars,Wii,,Icon Games Entertainment
Moki Moki,Wii,,Natsume
Miami Nights,Nintendo DS,,Gameloft
Rubik's Puzzle Galaxy: RUSH,Wii||PC,Arcade,Two Tribes Publishing||The Game Factory
Master of Illusion Express: Matchmaker,Nintendo DS,,Nintendo
Diatomic,Wii,,Grendel Games
Blaster Master,Nintendo 3DS||Wii U||Wii,,Sunsoft
Hot and Cold: A 3D Hidden Object Adventure,Nintendo DS,,Majesco Entertainment
TV Show King 2,Wii,,Gameloft
High Stakes: Texas Hold'Em,Nintendo DS,,HUDSON SOFT
myNotebook: Green,Nintendo DS,,Nnooo
Happy Holidays Christmas,Wii,,505 Games
Cold Stone Creamery: Scoop it Up,Wii,,Zoo Publishing
Eco Shooter: Plant 530,Wii,,Nintendo
The Magic Obelisk,Wii,,Game Arts
SUDOKU SENSEI,Nintendo DS,,HUDSON SOFT
Animal Puzzle Adventure,Nintendo DS,,Aksys Games
Hell's Kitchen Vs.,Nintendo DS,,Ludia
My Fitness Coach 2: Exercise and Nutrition,Wii,,Ubisoft Entertainment
Fast Food Panic,Wii||Nintendo DS,,South Peak Interactive
Touch Solitaire,Nintendo DS,,Nintendo
Jazzy Billiards,Nintendo DS,,Aksys Games
ShadowPlay,Wii,,Deep Fried Entertainment
Shanghai II: Dragon's Eye,Wii,,SEGA
Chronos Twins DX,Wii,,EnjoyUp Games
Walk It Out!,Wii,,Konami
Sleepover Party,Wii,,Ubisoft Entertainment
The Sky Crawlers: Innocent Aces,Wii,,XSEED Games
Crazy Chicken,macOS||Wii||PlayStation 2,Action||Puzzle,Conspiracy Entertainment||Acmee
Sands of Destruction,Nintendo DS,,SEGA
Daniel X,Nintendo DS,,THQ
The Amazing Brain Train!,Wii||PC,,NinjaBee
Starship Defense,Nintendo DS,,Nintendo
Me And My Dogs: Friends Forever,Nintendo DS,,Gameloft
Glory of Heracles,Nintendo DS,,Nintendo
Muscle March,Wii,,BANDAI NAMCO Entertainment America
Chronos Twins,Nintendo DS,,EnjoyUp Games
Pet Pals: A New Leash on Life,Nintendo DS,,Destineer
Sled Shred featuring the Jamaican Bobsled Team,Wii,,South Peak Interactive
Move your Brain Rollway Puzzle,Nintendo DS,,Assoria
Legends of Exidia,Nintendo DS,,Gameloft
DOWNTOWN TEXAS HOLD 'EM,Nintendo DS,,Electronic Arts
Alex Kidd in Shinobi World,Wii||SEGA Master System,Platformer,SEGA
Imagine Reporter,Nintendo DS,,Ubisoft Entertainment
Super Speed Machines,Nintendo DS,,Majesco Entertainment
Let's Draw!,Nintendo DS,,Majesco Entertainment
Sudoku 4Pockets,Nintendo DS,,4Pockets.com
Oscar in Movieland,Nintendo DS,,Virtual Playground
Tomena Sanner,Wii,,Konami
Link 'n' Launch,Nintendo DS,,Nintendo
Princess Tomato in the Salad Kingdom,Wii,,HUDSON SOFT
Extreme Hangman,Nintendo DS,,Gamelion
Hubert the Teddy Bear: Winter Games,Wii,,Teyon
Blaster Master Overdrive,Wii,,Sunsoft
Percy Jackson & the Olympians: The Lightning Thief,Nintendo DS,,Activision Blizzard
Zorro: Quest for Justice,Nintendo DS,,505 Games
Super Monkey Ball: Step and Roll,Wii,,SEGA
WarMen Tactics,Wii,,CALARIS
Shiren the Wanderer,Wii,,Atlus
Spotto!,Nintendo DS,,Nintendo
Family Go-Kart Racing,Wii,,Aksys Games
Aura-Aura Climber,Nintendo 3DS,,Nintendo
Faceez,Nintendo DS,,Neko Entertainment
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Nintendo DS,,Konami
Endless Ocean: Blue World,Wii,Action,Nintendo
Triple Crown Championship Snowboarding,Wii,,Destineer
Hello Kitty Birthday Adventures,Nintendo DS,,Zoo Publishing
Lovely Lisa & Friends,Nintendo DS,,Tomy
Chicken Riot,Wii,,City Interactive
Pizza Delivery Boy,PC||iOS||Wii,Adventure||Strategy||Simulation||Racing||Casual,Majesco Entertainment||Jaydeep Patel||RED HUB VR
Flips: Terror in Cubicle Four,Nintendo DS,,Electronic Arts
Happy Hammerin',Wii,,Gamebridge
Globulos Party,Nintendo DSi||Nintendo DS,Sports||Casual||Family||Puzzle,GlobZ
Discovery Kids Snake Safari,Nintendo DS,,505 Games
Dart Rage,Wii,,JV Games
SpongeBob's Boating Bash,Wii||Nintendo DS,,THQ
Sonic Classic Collection,Nintendo DS,,SEGA
Project Runway: The Video Game,Wii,,Atari
Major League Baseball 2K10,Wii||Nintendo DS||PlayStation 2||PC||PlayStation 3,Sports,2K Sports
4 TRAVELLERS - Play Spanish,Nintendo DS,,AGENIUS Interactive
Foto Showdown,Nintendo DS,,Konami
Calling,Wii,,HUDSON SOFT
Zoo Frenzy,Nintendo DS,,Gameloft
GTI Club Supermini Festa!,Wii,,Konami
Battle of Giants: Dinosaurs - Fight For Survival,Nintendo DS,,Ubisoft Entertainment
101 MiniGolf World,Nintendo DS,,Teyon
Infinite Space,Nintendo DS,RPG||Simulation,SEGA
Libera Wing,Nintendo DS,,Pixel Federation
Game & Watch: Mario's Cement Factory,Nintendo DS,,Nintendo
Game & Watch: Judge,Nintendo DS,,Nintendo
Zhu Zhu Pets,Nintendo DS,,Activision Blizzard
Game & Watch: Chef,Nintendo DS,,Nintendo
Tac Heroes: Big Red One,Nintendo DS,,Storm City Games
Drift Street International,Nintendo DS,,Tantalus
Squishy Tank,Nintendo DS,,Natsume
Pony Friends 2,Wii||Nintendo DS||PC,Sports||Arcade,Square Enix||Eidos Interactive
Rooms DS,Nintendo DS,,HUDSON SOFT
Super Yum Yum Puzzle Adventures,PC||Nintendo DS,,Blitz 1UP||Mastertronic Group
Save the Turtles,Nintendo DS,,Sabarasa
Nintendo DSi Metronome,Nintendo DS,,Nintendo
Disney Fireworks,Nintendo DS,,Disney Interactive
Bakugan Battle Trainer,Nintendo DS,,Activision Blizzard
Mr. DRILLER: Drill Till You Drop,Nintendo DS,,NBGI
AGAIN,PC||Nintendo DS,Action||Indie,Tecmo||Redpix Games
Learning with the PooYoos: Episode 2,Wii,,Lexis NumÃ©rique
Game & Watch: Vermin,Nintendo DS,,Nintendo
IRONCLAD,macOS||Linux||PC||Wii,,SNK||D4 Enterprise
Game & Watch: Manhole,Nintendo DS,,Nintendo
FISHIE FISHIE,Wii,,DK-GAMES
Game & Watch: Helmet,Nintendo DS,,Nintendo
Zaxxon,Wii,,SEGA
Gangstar 2: Kings of L.A.,Nintendo DS,,Gameloft
AlphaBounce,Nintendo DS,,Mad Monkey Studio
Easy Piano,Nintendo DS,,Valcon Games
AiRace,Nintendo DS,,QubicGames
SURVIVING HIGH SCHOOL,Nintendo DS,,Electronic Arts
7 Card Games,Nintendo DS,,cerasus.media
Game & Watch: Flagman,Nintendo DS,,Nintendo
Game & Watch: Donkey Kong Jr.,Nintendo DS,,Nintendo
myPostcards,Nintendo DS,,Nnooo
Game & Watch: Ball,Nintendo DS,,Nintendo
Bang Attack,Wii,,Engine Software
5 Arcade Gems,Wii,,Nordcurrent
Brain Drain,Wii||Nintendo DS,,Enjoy Gaming
Jane's Hotel,Nintendo DS||PlayStation 3||PC,Arcade,Zoo Games||Realore Studios
EA SPORTS 2010 FIFA World Cup South Africa,Wii,,Electronic Arts
DodoGo!,Nintendo DS,,Neko Entertainment
Sokomania,Nintendo DS,,Cinemax
Zombie Panic in Wonderland,Wii,,Akaoni Studio
Crazy Golf,Nintendo DS,,DTP Entertainment
Kung Fu Funk: Everybody is Kung Fu Fighting!,Wii,,Stickmen Studios
Bounce and Break,Nintendo DS,,Enjoy Gaming
1001 Crystal Mazes Collection,Nintendo DS,,Teyon
Family Gameshow,Wii,,Storm City Games
Iron Man 2 The Video Game,Wii||Nintendo DS,,SEGA
Flips: The Enchanted Wood,Nintendo DS,,Electronic Arts
Photo Dojo,Nintendo DS,,Nintendo
Chess Challenge!,Nintendo DS||Wii,,Digital Leisure
Looksley's Line Up,Nintendo DS,,Nintendo
Dance Sensation!,Wii,,Majesco Entertainment
Kirby Super Star,Wii U||Wii,,Nintendo
Flips More Bloody Horowitz,Nintendo DS,,Electronic Arts
Blood Beach,Wii,,CoreSoft
A Topsy Turvy Life: Turvy Drops,Nintendo DS,,Tecmo Koei
Trauma Team,Wii U||Wii,,Atlus
Tetris Party Deluxe,Nintendo DS||Wii,,Majesco Entertainment||Tetris Online
Monster Frenzy,Nintendo DS,,Zoo Games
Color Cross,Nintendo DS,,Zoo Games
Backyard Sports: Sandlot Sluggers,Wii||Nintendo DS||PC,Sports||Arcade,Atari
Disney Club Penguin: Elite Penguin Force: Herbert's Revenge,Nintendo DS,,Disney Interactive
X-Scape,Nintendo DS,,Nintendo
Wild Guns,Wii U||Wii,,Natsume
A Topsy Turvy Life: The Turvys Strike Back,Nintendo DS,,Tecmo Koei
Robocalypse - Beaver Defense,Wii,,Vogster Entertainment
Zoo Disc Golf,Wii,,Sonalysts
Flips: The Magic Faraway Tree,Nintendo DS,,Electronic Arts
Reel Fishing Challenge II,Wii,,Natsume
Flametail,Nintendo DS,,Nintendo
Lead the Meerkats,Wii,,Lapland Studio
Don't Cross The Line,Nintendo DS,,Aksys Games
Satisfashion,Wii||Nintendo DS,,Destineer
Fire Panic,Nintendo DS,,Playtainment
Let's Play Garden,Wii||Nintendo DS,,Deep Silver
Mega Man Zero Collection,Nintendo DS,,Capcom
100 Classic Books,Nintendo DS,Action,Nintendo
Yard Sale Hidden Treasures: Sunnyville,Wii,,Konami
thinkSMART FAMILY,Wii,,Conspiracy Entertainment
Pirates Plundarrr,Wii,,Majesco Entertainment
thinkSMART,Nintendo DS,,Conspiracy Entertainment
The Tales of Bearsworth Manor: Puzzling Pages,Wii,,Square Enix
Spin Six,Nintendo DS,,Nintendo
The Tales of Bearsworth Manor: Chaotic Conflicts,Wii,,Square Enix
Puffins: Let's Fish!,Nintendo DS,,Other Ocean Interactive
Super Swap,Nintendo DS,,Teyon
Mega Words,Nintendo DS,,Digital Leisure
Legendary Wars: T-Rex Rumble,Nintendo DS,,Interplay Productions
Dragon Ball: Origins 2,Nintendo DS,,BANDAI NAMCO Entertainment America
Art Style: Rotozoa,Wii,,Nintendo
Wipeout: The Game,Wii,,Activision Blizzard
Arc Rise Fantasia,Wii,,Ignition Entertainment
Robin Hood: The Return of Richard,Wii,,Nordcurrent
Maestro! Green Groove,Nintendo DS,,Neko Entertainment
Pong Toss Pro - Frat Party Games,Wii,,JV Games
Date or Ditch,Nintendo DS,,Gameloft
Battle of Giants: Mutant Insects - Revenge,Nintendo DS,,Ubisoft Entertainment
Jett Rocket,Wii,,Shin'en
Ancient Tribe,Nintendo DS,,CIRCLE Entertainment
Vampire Legends: Power of Three,Nintendo DS,,THQ
The Last Airbender,Wii||Nintendo DS,,THQ
Animal Color Cross,Nintendo DS||PC,Puzzle,Little Worlds Studio
Riding Academy 2,Nintendo DS||PC,Sports||Arcade,Destineer||dtp young
Tournament of Legends,Wii,,SEGA
Despicable Me: The Game - Minion Mayhem,Nintendo DS,,D3Publisher
Primrose,PC||Nintendo DS,Puzzle,Sabarasa||Sabarasa Entertainment
Despicable Me: The Game,Wii||PlayStation 2,Arcade,D3Publisher
Pop Island - Paperfield,Nintendo DS,,odenis studio
Paws & Claws Regal Resort,Nintendo DS,,THQ
Balloon Pop Festival,Wii,,UFO Interactive Games
Mahjongg Mysteries: Ancient Egypt,Nintendo DS,,Destineer
4 TRAVELLERS - Play French,Nintendo DS,,AGENIUS Interactive
The Great Garfield Show: The Threat of the Space Lasagna,Wii,,Zoo Games
Scrabble Tools,Nintendo DS,,Electronic Arts
24/7 Solitaire,Nintendo DS,,cosmigo
Petz Kittens,Nintendo DS,,Ubisoft Entertainment
Happy Birthday Mart,Nintendo DS,,Pixel Federation
Hospital Havoc,Nintendo DS,Casual||Indie,Hands-On Mobile
HoopWorld,Wii,,Virtual Toys
Crazy Sudoku,Nintendo DS,,DTP Entertainment
Puffins: Let's Race!,Nintendo DS,,Other Ocean Interactive
Petz Hamsterz Family,Nintendo DS,,Ubisoft Entertainment
AquaSpace,Wii,,Nintendo
Heavy Fire: Special Operations,PC||Wii||PlayStation 3,Arcade,Teyon||Mastiff
Face Pilot: Fly With Your Nintendo DSi Camera!,Nintendo DS,,Nintendo
Dive: The Medes Islands Secret,Wii,,Cosmonaut Games
Crystal Monsters,Nintendo DS,,Gameloft
Aero The Acrobat,Wii,,Sunsoft
Rhythm Core Alpha,Nintendo DS,,SoftEgg
Did It Myself ABC123,Nintendo DS,,Powerhead Games
My Aquarium 2,Wii,,HUDSON SOFT
Enjoy your massage!,Wii,,Microforum
Absolute Chess,Nintendo DS,,Tasuke
Just SING! National Anthems,Nintendo DS,,Engine Software
myNotebook: Carbon,Nintendo DS,,Nnooo
A Monsteca Corral: Monsters vs. Robots,Wii,,Onteca
Gold's Gym Dance Workout,Wii,,Ubisoft Entertainment
3D Mahjong,Nintendo DS,,cosmigo
Rytmik,Nintendo 3DS,,Cinemax
Absolute Reversi,Nintendo DS,,Tasuke
G.G Series NINJA KARAKURI DEN,Nintendo DS,,Goodvision
Ivy the Kiwi?,Nintendo DS||Wii,,XSEED Games
Gunblade NY & LA Machineguns Arcade Hits Pack,Wii,,SEGA
NHL 2K11,Wii,,2K Sports
Tales of Elastic Boy - Mission 1,Wii,,Lexis Numérique
Flip's Twisted World,Wii,,Majesco Entertainment
myNotebook: Pearl,Nintendo DS,,Nnooo
Batman: The Brave and the Bold,Nintendo DS||Wii,,Warner Bros. Interactive
Music on: Learning Piano,Nintendo DS,,Abylight
SAMURAI SHODOWN III,Wii,,D4 Enterprise
Crazy Pinball,Nintendo DS,,DTP Entertainment
Adventure on LOST ISLAND - Hidden Object Game,Wii,,Ateam
Truth or Lies,iOS||Wii||PlayStation 3,RPG,THQ||www.handy-games.com
EA SPORTS NHL SLAPSHOT,Wii,,Electronic Arts
myNotebook: Tan,Nintendo DS,,Nnooo
Castle Conqueror,Nintendo DS,,CIRCLE Entertainment
Gormiti: The Lords of Nature!,Wii||Nintendo DS,,Konami
Legend of the Guardians: The Owls of Ga'Hoole,Nintendo DS,,Warner Bros. Interactive
Fancy Nancy: Tea Party Time!,Nintendo DS,,THQ
Alpha and Omega,Nintendo DS,,Storm City Games
MySims SkyHeroes,Nintendo DS||Xbox 360||PlayStation 3,Action||Arcade||Family,Electronic Arts
Nintendo Countdown Calendar,Nintendo DS,,Pixel Federation
GO Series 10 Second Run,Nintendo DS,,Gamebridge
Everyday Soccer,Nintendo DS,,Aksys Games
New Carnival Games,Nintendo DS||Wii,,2K Play
Aero The Acrobat 2,Wii,,Sunsoft
Disney Fairies: Tinker Bell and the Great Fairy Rescue,Nintendo DS,,Disney Interactive
Target Toss Pro: Lawn Darts,Wii,,Incredible Technologies
FIZZ,Nintendo DS,,DK-GAMES
Samurai Warriors 3,Wii,,Nintendo
Astro Bugz Revenge,Wii,,Sudden Games
Scripps Spelling Bee,Nintendo DS,,THQ
Etrian Odyssey III: The Drowned City,Nintendo DS,,Atlus
Oops! Prank Party,Wii,,HUDSON SOFT
Jewel Master Cradle of Athena,Nintendo DS,,Storm City Games
Ivy the Kiwi? Mini,Nintendo DS,,XSEED Games
Final Fantasy: The 4 Heroes of Light,Nintendo DS,,Square Enix
G.G Series SUPER HERO OGRE,Nintendo DS,,Goodvision
Datamine,Nintendo DS,,Enjoy Gaming
Gummy Bears Mini Golf,Nintendo 3DS||Nintendo DS||Wii,,Storm City Games||Enjoy Gaming
My Baby 3 & Friends,Nintendo DS,,Majesco Entertainment
Snapdots,Nintendo DS,,Nintendo
ThruSpace,Wii,,Nintendo
Armada,Nintendo DS,,Zoo Games
Music on: Playing Piano,Nintendo DS,,Abylight
Happy Holidays Halloween,Wii,,505 Games
Final Fantasy Mystic Quest,Wii,,Square Enix
Cars Toon: Maters Tall Tales,Wii,,Disney Interactive
Academy: Tic-Tac-Toe,Nintendo DS,,Gamelion
Go!Go! Island Rescue!,Nintendo DS,,Connect2Media
Spot The Difference,PlayStation 4||Nintendo DS||Nintendo Switch,Arcade,Sabec||Enjoy Gaming
Racers' Islands - Crazy Arenas,Wii,,Zallag
Go Series: Defense Wars,Nintendo DS,,Gamebridge
Flashlight,Nintendo DS,,Kaasa solution
Crafting Mama,Nintendo DS,,Majesco Entertainment
DECA SPORTS 3,Wii,,HUDSON SOFT
Chevy Camaro: Wild Ride,Wii||Nintendo DS,,Storm City Games
Bakugan: Defenders of the Core,Wii||Nintendo DS,,Activision Blizzard
STREET SLAM,Wii,,D4 Enterprise
Robox,PlayStation 4||Wii,Sports,DreamBox Games
Paul's Shooting Adventure,Nintendo DS,,Agetec
Gene Labs,Nintendo DS||Wii,,LLC||FRONTLINE Studios
The Penguins Of Madagascar,Nintendo DS||Nintendo DSi,Action||Platformer,THQ
GoldenEye 007,Nintendo DS||Wii,,Activision Blizzard
Are You Smarter Than A 5th Grader?: Back To School,Nintendo DS||Wii,,THQ
Babysitting Mama,Wii,,Majesco Entertainment
The Biggest Loser Challenge,Wii,,THQ
Nickelodeon Fit,Wii,,2K Play
Go Series: Pinball Attack!,Nintendo DS,,Gamebridge
Dood's Big Adventure,Wii,,THQ
Discolight,Nintendo DS,,Kaasa solution
Need for Speed Nitro-X,Nintendo DS,,Electronic Arts
Adventure in Vegas: Slot Machine,Nintendo DS,,Gamelion
21: Blackjack,Nintendo DS,,Digital Leisure
Go Fetch!,Nintendo DS,,Agetec
Derby Dogs,Wii,,Aksys Games
PAC-MAN Party,Wii,,BANDAI NAMCO Entertainment America
EA SPORTS Active NFL Training Camp,Wii,,Electronic Arts
Just Dance Kids,PlayStation 3||Wii,Arcade,Ubisoft Entertainment
iCarly 2: iJoin the Click!,Wii,,Activision Blizzard
Raving Rabbids Travel in Time,Wii,,Ubisoft Entertainment
SPIN MASTER,Wii,Action,D4 Enterprise
Drawn to Life Collection,Nintendo DS,,THQ
Snowpack Park,Wii,,Nintendo
Music on: Electric Guitar,Nintendo 3DS||Nintendo DS,,Abylight
Disney Tangled: The Video Game,PC||Wii||Nintendo DS,Arcade,Disney Interactive
Spot It! Challenge,Nintendo DS,,Big John Games
MAGICAL DROP II,Neo Geo||Wii,Puzzle,D4 Enterprise
HB Arcade Disc Golf,Wii,,HB Studios
Once Upon A Time,PC||Wii,Adventure||Casual||Indie,Storm City Games||Bruno MARTIOL
Frenzic,Nintendo DS,,Two Tribes Publishing
Happily Ever After Vol 2,Nintendo DS,,Storm City Games
Dairojo! Samurai Defenders,Nintendo DS,,Abylight
Happily Ever After Vol 1,Nintendo DS,,Storm City Games
Violin Paradise,Wii,,KEYSTONE GAME STUDIO
lilt line,iOS||Wii,Action,Gaijin Games||Gordon Midwood
Just SING! Christmas Songs,Nintendo DS,,Engine Software
Jam Space: Pocketstudio,Nintendo DS,,HB Studios
Paul's Monster Adventure,Nintendo DS,,Agetec
Inkub,Wii,,Cosmonaut Games
Frobot,Wii,,Fugazo
DARIUS TWIN,Wii,,Taito
Cosmo Fighters,Nintendo DS,,Abylight
MAGICAL DROP III,Neo Geo||Wii,Puzzle,D4 Enterprise
G.G Series Z-ONE,Nintendo DS,,Goodvision
FIGHTERS HISTORY DYNAMITE,Wii,,D4 Enterprise
Word Searcher 2,Nintendo DS,,Digital Leisure
DodoGo! Challenge,Nintendo DS,,Neko Entertainment
Around the World,Wii,,Wizarbox
chick chick BOOM,iOS||Wii,,tons of bits||Snapt Games
Music on: Drums,Nintendo DS,,Abylight
Ghost Mania,Wii,,Legendo Entertainment
Alt-Play: Jason Rohrer Anthology,Nintendo DS,,Sabarasa
Sherlock Holmes and the Mystery of Osborne House,Nintendo DS,,THQ
Surfacer+,Nintendo DS,,Lexis Numérique
Lost In Shadow,Wii U||Wii,,Konami||HUDSON SOFT
Alien Puzzle Adventure,Nintendo DS,,Mastertronic Games
Jam City Rollergirls,Wii,,Frozen Codebase
Digger Dan & Kaboom,Nintendo DS,,Virtual Playground
Black Tiger,Wii,,Capcom
Ante Up: Texas Hold em,Nintendo DS,,MonkeyPaw Games
Paws & Claws Marine Rescue,PC||Nintendo DS,,THQ
Airport Mania: Non-Stop Flights,Nintendo DS,,Lemon Games
Junior Brain Trainer 2,Nintendo DS,,Maximum Family Games
myDiary,Nintendo DS,,Nnooo
All-Star Air Hockey,Nintendo DS,,Skyworks Interactive
MAGIC DESTINY,Wii,,SHANBLUE INTERACTIVE
Rock Band Country Track Pack 2,Wii,,Electronic Arts
101 Dolphin Pets,Nintendo DS||PC,Arcade,Teyon||SelectSoft Games
Zombiez Seeker,Nintendo DS,,Zoo Publishing
Photo Phantasy: Spot the Differences,Nintendo DS,,Zoo Games
Dino Strike,Wii,,Zoo Publishing
Shawn Johnson Gymnastics,Nintendo DS,,Zoo Games
S.C.A.T.,Wii U||Nintendo 3DS||Wii,,Natsume
G.G Series Dark Spirits,Nintendo DS,,Goodvision
ZhuZhu Princesses: Carriages & Castles,Nintendo DS,,Activision Blizzard
Boom Boom Squaries,Nintendo DS,,Gamelion
505 Tangram,Nintendo DS,,cosmigo
GP Classic Racing,Wii,,Maximum Family Games
Drag & Stock Racer,Wii,,Maximum Family Games
Arctic Escape,Nintendo DS,,Teyon
DeBlob2,Nintendo DS,,THQ
My Little Restaurant,iOS||Nintendo DS,Action||Family,QubicGames
Magnetic Joe,Nintendo DS,,Subdued Games
Monster Tale,Nintendo DS,,Majesco Entertainment
GO Series EARTH SAVER,Nintendo DS,,Gamebridge
Heavy Fire: Black Arms,Wii,,Teyon
Major League Baseball 2K11,PC||PlayStation 3||PlayStation 2||Nintendo DS||Wii,Sports,2K Sports
G.G Series Horizontal bar,Nintendo DS,,Goodvision
Bomberman Hero,Wii,,HUDSON SOFT
Rabi Laby,Nintendo DS,,Agetec
Liight,Wii,,Studio Walljump
5 in 1 Mahjong,Nintendo DS,,cerasus.media
Gem Quest: 4 Elements,Nintendo DS,,Storm City Games
Veggy World,Nintendo DS,,Maximum Family Games
Natsume Championship Wrestling,Wii U||SNES||Wii,Action||Fighting,Natsume
Super Bonk,Wii,,HUDSON SOFT
Planet Fish,Wii,,Ludia
Absolute Baseball,Nintendo DS,,Tasuke
Anonymous Notes Chapter 1 - From The Abyss,Nintendo DS,,Sonic Powered Co.
Rally Racer,Wii,,Maximum Family Games
A Fairy Tale,PC||Nintendo DS,,Reflexive Entertainment||Lemon Games
LEGO Battles: Ninjago,Nintendo DS,,Warner Bros. Interactive
Karaoke Revolution Glee: Volume 2,Wii,,Konami
Crash Car Racer,Wii,,Maximum Family Games
Art of Ink,Nintendo DS,,Sabarasa
Play with Birds,Wii,,Game Factory
Escape Trick: The Secret of Rock City Prison,Nintendo DS,,INTENSE CO.
Rio,Xbox 360||Nintendo DS||Wii,Action||Family,THQ
SQUINKIES,Nintendo DS,,Activision Blizzard
SpongeBob SquigglePants,Nintendo 3DS||Wii,,THQ
Hoppie,Nintendo DS,,Maximum Family Games
My Little Baby,iOS||Wii||PC,Simulation||Family,TREVA Entertainment||dtp young entertainment||cdv Software Entertainment USA
GO Series: Captain Sub,Nintendo DS,,Gamebridge
Music on: Learning Piano Volume 2,Nintendo DS,,Abylight
DodoGo! Robo,Nintendo DS,,Neko Entertainment
Conduit 2,Wii,,SEGA
Word Searcher Deluxe,Wii,,Digital Leisure
Ubongo,Nintendo Switch||PC||Nintendo DS||Wii,Board Games,Korner Entertainment||USM
ExerBeat,Wii,,BANDAI NAMCO Entertainment America
Inchworm Animation,Nintendo DS,,Flat Black Films
Mystery Quest: Curse of the Ancient Spirits,Nintendo DS,,Maximum Family Games
Whack-A-Friend,Nintendo DS,,Agetec
Mighty Milky Way,Nintendo DS,,Wayforward Technologies
Yu-Gi-Oh! 5D's World Championship 2011 - Over the Nexus,Nintendo DS,,Konami
May's Mystery: Forbidden Memories,Nintendo DS,,Red Wagon Games
GO Series Tower of Deus,Nintendo DS,,Gamebridge
Word Searcher 3,Nintendo DS,,Digital Leisure
Hellokids - Vol. 1: Coloring and Painting,Nintendo DS,,BiP media
Gabrielle's Ghostly Groove: Monster Mix,Wii,,Natsume
Big Bass Arcade,Wii||Nintendo DS,,Big John Games
Reader Rabbit - Preschool,Wii,,Graffiti Entertainment
Reader Rabbit - Kindergarten,Wii,,Graffiti Entertainment
Reader Rabbit - 2nd Grade,Wii,,Graffiti Entertainment
Reader Rabbit - 1st Grade,Wii,,Graffiti Entertainment
Overflow,Wii,,Digital Leisure
NASCAR The Game 2011,PlayStation 3||Wii,Simulation||Racing,Activision Blizzard
